"Faça uma cópia da planilha para realizar o desafio em:
Arquivo > Fazer uma cópia",,,,,,,
Nº de vendas,Nº de vendas confirmadas,Qtd de acessos,Data,GMV,Tipo,Categoria,Parceiro
50,38,517,2022-02-17,"R$ 4.138,53",Padrão,VIAGEM E TURISMO,Parceiro-6095
13,12,145,2022-02-17,"R$ 2.297,50",Padrão,ESPORTE E LAZER,Parceiro-62
26,21,232,2022-02-17,"R$ 8.207,32",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
125,118,1992,2022-02-17,"R$ 130.131,69",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
43,42,670,2022-02-18,"R$ 30.095,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
15,9,97,2022-02-18,"R$ 15.272,86",Padrão,VIAGEM E TURISMO,Parceiro-1561
10,6,89,2022-02-18,"R$ 44.526,00",Padrão,MODA E ACESSÓRIOS,Parceiro-169
6,6,84,2022-02-18,"R$ 3.114,07",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
15,14,59,2022-02-18,"R$ 29.503,94",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
3600,3043,31820,2022-02-18,"R$ 2.153.111,88",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
16,16,272,2022-02-18,"R$ 18.912,81",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1160,1011,10757,2022-02-18,"R$ 755.287,14",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4188,3811,20369,2022-02-18,"R$ 918.860,47",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
402,312,4739,2022-02-18,"R$ 387.106,14",Padrão,VIAGEM E TURISMO,Parceiro-262
44,44,361,2022-02-18,"R$ 22.139,42",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
897,717,4069,2022-02-18,"R$ 147.373,95",Padrão,BELEZA E SAÚDE,Parceiro-463
193,180,1644,2022-02-18,"R$ 35.656,46",Padrão,MODA E ACESSÓRIOS,Parceiro-49
28,26,238,2022-02-18,"R$ 9.831,95",Padrão,BELEZA E SAÚDE,Parceiro-51
58,45,609,2022-02-18,"R$ 16.030,03",Padrão,ESPORTE E LAZER,Parceiro-525
51,36,458,2022-02-18,"R$ 5.245,66",Padrão,VIAGEM E TURISMO,Parceiro-6095
11,10,119,2022-02-18,"R$ 2.174,09",Padrão,ESPORTE E LAZER,Parceiro-62
28,25,221,2022-02-18,"R$ 9.393,92",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
0,0,1,2022-02-18,"R$ 0,00",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
84,77,1774,2022-02-18,"R$ 92.192,20",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
20,19,332,2022-02-19,"R$ 9.464,50",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
5,1,80,2022-02-19,"R$ 2.727,51",Padrão,VIAGEM E TURISMO,Parceiro-1561
1,0,49,2022-02-19,"R$ 1.795,00",Padrão,MODA E ACESSÓRIOS,Parceiro-169
6,6,69,2022-02-19,"R$ 2.975,38",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
20,17,74,2022-02-19,"R$ 35.726,64",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
842,525,16119,2022-02-19,"R$ 476.478,17",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
10,10,139,2022-02-19,"R$ 4.480,66",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1058,948,10513,2022-02-19,"R$ 570.695,36",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
3641,3328,18752,2022-02-19,"R$ 825.150,95",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
334,242,3019,2022-02-19,"R$ 383.641,01",Padrão,VIAGEM E TURISMO,Parceiro-262
33,30,248,2022-02-19,"R$ 16.895,61",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
620,503,2790,2022-02-19,"R$ 102.333,58",Padrão,BELEZA E SAÚDE,Parceiro-463
186,177,1368,2022-02-19,"R$ 37.977,06",Padrão,MODA E ACESSÓRIOS,Parceiro-49
84,68,473,2022-02-19,"R$ 20.205,90",Padrão,BELEZA E SAÚDE,Parceiro-51
44,32,568,2022-02-19,"R$ 14.872,95",Padrão,ESPORTE E LAZER,Parceiro-525
36,16,325,2022-02-19,"R$ 3.272,08",Padrão,VIAGEM E TURISMO,Parceiro-6095
16,14,113,2022-02-19,"R$ 3.098,15",Padrão,ESPORTE E LAZER,Parceiro-62
12,12,216,2022-02-19,"R$ 3.092,18",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
0,0,1,2022-02-19,"R$ 0,00",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
101,94,1637,2022-02-19,"R$ 117.736,31",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
27,24,371,2022-02-20,"R$ 14.289,50",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
19,10,150,2022-02-20,"R$ 33.110,95",Padrão,VIAGEM E TURISMO,Parceiro-1561
6,3,81,2022-02-20,"R$ 16.768,00",Padrão,MODA E ACESSÓRIOS,Parceiro-169
7,5,77,2022-02-20,"R$ 3.017,29",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
17,16,80,2022-02-20,"R$ 27.996,61",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
118,89,11970,2022-02-20,"R$ 27.630,62",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
10,9,188,2022-02-20,"R$ 8.723,02",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1285,1163,12622,2022-02-20,"R$ 671.924,07",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4110,3740,20782,2022-02-20,"R$ 982.568,32",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
488,359,5072,2022-02-20,"R$ 634.114,23",Padrão,VIAGEM E TURISMO,Parceiro-262
33,27,269,2022-02-20,"R$ 10.551,89",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
678,551,2729,2022-02-20,"R$ 105.227,65",Padrão,BELEZA E SAÚDE,Parceiro-463
222,212,1724,2022-02-20,"R$ 52.107,37",Padrão,MODA E ACESSÓRIOS,Parceiro-49
37,32,309,2022-02-20,"R$ 15.758,55",Padrão,BELEZA E SAÚDE,Parceiro-51
53,40,610,2022-02-20,"R$ 15.900,00",Padrão,ESPORTE E LAZER,Parceiro-525
59,36,397,2022-02-20,"R$ 5.483,94",Padrão,VIAGEM E TURISMO,Parceiro-6095
16,16,187,2022-02-20,"R$ 3.937,59",Padrão,ESPORTE E LAZER,Parceiro-62
15,15,163,2022-02-20,"R$ 5.912,65",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
0,0,1,2022-02-20,"R$ 0,00",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
128,118,1955,2022-02-20,"R$ 188.048,29",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
56,54,504,2022-02-21,"R$ 38.063,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
20,11,291,2022-02-21,"R$ 51.350,11",Padrão,VIAGEM E TURISMO,Parceiro-1561
7,5,105,2022-02-21,"R$ 38.205,74",Padrão,MODA E ACESSÓRIOS,Parceiro-169
11,10,99,2022-02-21,"R$ 5.877,34",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
16,14,88,2022-02-21,"R$ 22.904,11",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
5,4,6372,2022-02-21,"R$ 2.545,50",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
263,249,8297,2022-02-21,"R$ 711.296,02",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
3016,2673,27757,2022-02-21,"R$ 2.535.676,97",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
5162,4736,25418,2022-02-21,"R$ 1.233.883,45",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
632,440,5577,2022-02-21,"R$ 840.000,99",Padrão,VIAGEM E TURISMO,Parceiro-262
46,39,480,2022-02-21,"R$ 18.861,62",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
1075,855,4877,2022-02-21,"R$ 162.574,79",Padrão,BELEZA E SAÚDE,Parceiro-463
249,235,1907,2022-02-21,"R$ 57.798,60",Padrão,MODA E ACESSÓRIOS,Parceiro-49
44,41,331,2022-02-21,"R$ 14.349,80",Padrão,BELEZA E SAÚDE,Parceiro-51
50,39,616,2022-02-21,"R$ 12.819,59",Padrão,ESPORTE E LAZER,Parceiro-525
68,30,489,2022-02-21,"R$ 7.519,18",Padrão,VIAGEM E TURISMO,Parceiro-6095
12,11,93,2022-02-21,"R$ 3.073,68",Padrão,ESPORTE E LAZER,Parceiro-62
22,21,225,2022-02-21,"R$ 7.248,42",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
0,0,1,2022-02-21,"R$ 0,00",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
177,165,3872,2022-02-21,"R$ 207.516,35",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
58,54,524,2022-02-22,"R$ 38.466,40",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
13,7,209,2022-02-22,"R$ 9.855,20",Padrão,VIAGEM E TURISMO,Parceiro-1561
10,10,95,2022-02-22,"R$ 45.159,37",Padrão,MODA E ACESSÓRIOS,Parceiro-169
15,10,151,2022-02-22,"R$ 9.693,98",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
20,17,147,2022-02-22,"R$ 49.397,17",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
8,6,3815,2022-02-22,"R$ 9.495,31",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
48,34,989,2022-02-22,"R$ 313.590,60",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
2895,2558,26222,2022-02-22,"R$ 2.530.605,39",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
5099,4726,24935,2022-02-22,"R$ 1.109.576,21",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
637,458,6548,2022-02-22,"R$ 694.189,76",Padrão,VIAGEM E TURISMO,Parceiro-262
44,39,425,2022-02-22,"R$ 20.343,27",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
1086,866,4881,2022-02-22,"R$ 166.910,05",Padrão,BELEZA E SAÚDE,Parceiro-463
269,253,1818,2022-02-22,"R$ 53.002,76",Padrão,MODA E ACESSÓRIOS,Parceiro-49
90,73,587,2022-02-22,"R$ 27.624,95",Padrão,BELEZA E SAÚDE,Parceiro-51
43,35,494,2022-02-22,"R$ 15.584,11",Padrão,ESPORTE E LAZER,Parceiro-525
74,38,618,2022-02-22,"R$ 6.001,94",Padrão,VIAGEM E TURISMO,Parceiro-6095
14,14,83,2022-02-22,"R$ 2.395,98",Padrão,ESPORTE E LAZER,Parceiro-62
27,20,224,2022-02-22,"R$ 7.225,04",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
0,0,3,2022-02-22,"R$ 0,00",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
0,0,1,2022-02-22,"R$ 0,00",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
137,130,4018,2022-02-22,"R$ 154.371,49",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
54,49,534,2022-02-23,"R$ 28.714,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
12,8,183,2022-02-23,"R$ 12.509,50",Padrão,VIAGEM E TURISMO,Parceiro-1561
4,2,70,2022-02-23,"R$ 9.766,00",Padrão,MODA E ACESSÓRIOS,Parceiro-169
18,15,119,2022-02-23,"R$ 11.882,29",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
11,10,84,2022-02-23,"R$ 32.423,56",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
137,121,5604,2022-02-23,"R$ 216.667,41",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
50,15,504,2022-02-23,"R$ 574.047,75",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
2715,2399,22483,2022-02-23,"R$ 2.205.743,67",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
5235,4797,25367,2022-02-23,"R$ 1.208.862,34",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
538,381,5337,2022-02-23,"R$ 579.049,48",Padrão,VIAGEM E TURISMO,Parceiro-262
47,41,428,2022-02-23,"R$ 19.525,46",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
1026,787,4587,2022-02-23,"R$ 152.209,24",Padrão,BELEZA E SAÚDE,Parceiro-463
236,225,1748,2022-02-23,"R$ 49.184,95",Padrão,MODA E ACESSÓRIOS,Parceiro-49
41,35,340,2022-02-23,"R$ 17.302,00",Padrão,BELEZA E SAÚDE,Parceiro-51
49,30,478,2022-02-23,"R$ 20.564,07",Padrão,ESPORTE E LAZER,Parceiro-525
59,38,684,2022-02-23,"R$ 5.719,00",Padrão,VIAGEM E TURISMO,Parceiro-6095
13,12,82,2022-02-23,"R$ 2.538,65",Padrão,ESPORTE E LAZER,Parceiro-62
28,24,231,2022-02-23,"R$ 7.642,05",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
0,0,1,2022-02-23,"R$ 0,00",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
0,0,1,2022-02-23,"R$ 0,00",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
213,193,4119,2022-02-23,"R$ 280.672,28",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
48,47,386,2022-02-24,"R$ 38.179,50",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
16,7,166,2022-02-24,"R$ 21.404,46",Padrão,VIAGEM E TURISMO,Parceiro-1561
5,4,65,2022-02-24,"R$ 10.523,14",Padrão,MODA E ACESSÓRIOS,Parceiro-169
10,9,99,2022-02-24,"R$ 6.712,64",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
19,16,120,2022-02-24,"R$ 46.957,05",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
291,266,4938,2022-02-24,"R$ 374.407,12",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
53,12,394,2022-02-24,"R$ 1.071.712,55",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
2626,2324,20534,2022-02-24,"R$ 2.429.593,29",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4433,4030,21626,2022-02-24,"R$ 1.065.418,78",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
528,377,4363,2022-02-24,"R$ 585.996,72",Padrão,VIAGEM E TURISMO,Parceiro-262
40,34,389,2022-02-24,"R$ 23.214,12",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
900,719,4094,2022-02-24,"R$ 136.210,78",Padrão,BELEZA E SAÚDE,Parceiro-463
221,208,1693,2022-02-24,"R$ 47.102,89",Padrão,MODA E ACESSÓRIOS,Parceiro-49
34,32,263,2022-02-24,"R$ 13.239,20",Padrão,BELEZA E SAÚDE,Parceiro-51
41,34,329,2022-02-24,"R$ 10.822,92",Padrão,ESPORTE E LAZER,Parceiro-525
58,32,534,2022-02-24,"R$ 6.336,11",Padrão,VIAGEM E TURISMO,Parceiro-6095
4,4,64,2022-02-24,"R$ 785,55",Padrão,ESPORTE E LAZER,Parceiro-62
20,18,178,2022-02-24,"R$ 6.153,44",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
0,0,1,2022-02-24,"R$ 0,00",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
0,0,1,2022-02-24,"R$ 0,00",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
139,128,3535,2022-02-24,"R$ 170.361,75",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
40,36,493,2022-02-25,"R$ 17.889,50",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
16,8,170,2022-02-25,"R$ 12.903,16",Padrão,VIAGEM E TURISMO,Parceiro-1561
7,2,48,2022-02-25,"R$ 18.328,90",Padrão,MODA E ACESSÓRIOS,Parceiro-169
10,10,70,2022-02-25,"R$ 5.514,68",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
8,7,91,2022-02-25,"R$ 8.472,38",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
625,522,10527,2022-02-25,"R$ 772.094,01",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
58,14,292,2022-02-25,"R$ 1.365.748,29",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1318,1181,11778,2022-02-25,"R$ 1.093.393,06",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
3992,3612,19887,2022-02-25,"R$ 939.593,02",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
518,360,5020,2022-02-25,"R$ 497.151,48",Padrão,VIAGEM E TURISMO,Parceiro-262
47,46,392,2022-02-25,"R$ 21.728,02",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
754,611,3949,2022-02-25,"R$ 114.790,83",Padrão,BELEZA E SAÚDE,Parceiro-463
178,169,1351,2022-02-25,"R$ 40.051,20",Padrão,MODA E ACESSÓRIOS,Parceiro-49
102,90,482,2022-02-25,"R$ 34.085,80",Padrão,BELEZA E SAÚDE,Parceiro-51
25,19,320,2022-02-25,"R$ 6.836,36",Padrão,ESPORTE E LAZER,Parceiro-525
60,38,417,2022-02-25,"R$ 4.885,50",Padrão,VIAGEM E TURISMO,Parceiro-6095
6,5,62,2022-02-25,"R$ 1.483,55",Padrão,ESPORTE E LAZER,Parceiro-62
22,17,132,2022-02-25,"R$ 4.743,31",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
0,0,4,2022-02-25,"R$ 0,00",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
0,0,8,2022-02-25,"R$ 0,00",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
131,124,3278,2022-02-25,"R$ 155.162,22",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
33,33,490,2022-02-26,"R$ 21.681,50",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
15,7,117,2022-02-26,"R$ 16.232,17",Padrão,VIAGEM E TURISMO,Parceiro-1561
1,1,30,2022-02-26,"R$ 1.300,00",Padrão,MODA E ACESSÓRIOS,Parceiro-169
9,9,58,2022-02-26,"R$ 5.079,96",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
17,14,82,2022-02-26,"R$ 15.433,46",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
823,548,11025,2022-02-26,"R$ 771.189,80",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
48,12,233,2022-02-26,"R$ 1.143.441,26",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1149,1031,10228,2022-02-26,"R$ 833.631,29",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
3400,3034,17247,2022-02-26,"R$ 849.195,50",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
374,252,3240,2022-02-26,"R$ 458.057,02",Padrão,VIAGEM E TURISMO,Parceiro-262
44,41,296,2022-02-26,"R$ 17.935,10",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
507,406,2472,2022-02-26,"R$ 76.667,29",Padrão,BELEZA E SAÚDE,Parceiro-463
180,171,1277,2022-02-26,"R$ 46.021,21",Padrão,MODA E ACESSÓRIOS,Parceiro-49
33,29,279,2022-02-26,"R$ 16.073,80",Padrão,BELEZA E SAÚDE,Parceiro-51
36,28,300,2022-02-26,"R$ 15.189,29",Padrão,ESPORTE E LAZER,Parceiro-525
28,19,297,2022-02-26,"R$ 2.941,50",Padrão,VIAGEM E TURISMO,Parceiro-6095
11,8,61,2022-02-26,"R$ 2.458,55",Padrão,ESPORTE E LAZER,Parceiro-62
12,11,85,2022-02-26,"R$ 3.574,50",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
4,3,24,2022-02-26,"R$ 1.676,00",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
0,0,4,2022-02-26,"R$ 0,00",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
114,104,2296,2022-02-26,"R$ 145.080,33",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
23,21,445,2022-02-27,"R$ 7.412,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
13,7,109,2022-02-27,"R$ 19.262,67",Padrão,VIAGEM E TURISMO,Parceiro-1561
3,2,54,2022-02-27,"R$ 7.136,10",Padrão,MODA E ACESSÓRIOS,Parceiro-169
9,8,102,2022-02-27,"R$ 5.212,44",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
6,4,80,2022-02-27,"R$ 6.151,10",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
749,309,10651,2022-02-27,"R$ 663.147,59",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
37,10,200,2022-02-27,"R$ 1.074.373,09",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1071,948,9614,2022-02-27,"R$ 681.870,72",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
3399,3056,17320,2022-02-27,"R$ 794.642,02",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
313,208,2124,2022-02-27,"R$ 411.721,13",Padrão,VIAGEM E TURISMO,Parceiro-262
43,39,438,2022-02-27,"R$ 28.132,66",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
441,363,2228,2022-02-27,"R$ 70.947,87",Padrão,BELEZA E SAÚDE,Parceiro-463
166,157,1276,2022-02-27,"R$ 35.024,46",Padrão,MODA E ACESSÓRIOS,Parceiro-49
36,34,277,2022-02-27,"R$ 11.994,70",Padrão,BELEZA E SAÚDE,Parceiro-51
31,28,312,2022-02-27,"R$ 12.206,05",Padrão,ESPORTE E LAZER,Parceiro-525
24,8,240,2022-02-27,"R$ 2.688,79",Padrão,VIAGEM E TURISMO,Parceiro-6095
11,11,74,2022-02-27,"R$ 3.242,21",Padrão,ESPORTE E LAZER,Parceiro-62
11,11,88,2022-02-27,"R$ 4.026,51",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
2,0,15,2022-02-27,"R$ 455,40",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
0,0,4,2022-02-27,"R$ 0,00",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
100,90,2138,2022-02-27,"R$ 129.349,30",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
18,17,487,2022-02-28,"R$ 12.054,00",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
17,8,165,2022-02-28,"R$ 24.180,32",Padrão,VIAGEM E TURISMO,Parceiro-1561
4,2,67,2022-02-28,"R$ 9.625,30",Padrão,MODA E ACESSÓRIOS,Parceiro-169
24,21,132,2022-02-28,"R$ 15.218,92",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
18,16,129,2022-02-28,"R$ 20.499,57",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
1056,418,14727,2022-02-28,"R$ 1.129.023,51",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
21,12,279,2022-02-28,"R$ 101.121,29",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1503,1337,13036,2022-02-28,"R$ 927.867,22",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4522,4124,22648,2022-02-28,"R$ 1.112.452,97",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
448,324,4265,2022-02-28,"R$ 678.627,21",Padrão,VIAGEM E TURISMO,Parceiro-262
50,48,435,2022-02-28,"R$ 38.624,41",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
582,471,3339,2022-02-28,"R$ 87.277,68",Padrão,BELEZA E SAÚDE,Parceiro-463
226,210,1537,2022-02-28,"R$ 52.402,36",Padrão,MODA E ACESSÓRIOS,Parceiro-49
59,53,375,2022-02-28,"R$ 19.141,60",Padrão,BELEZA E SAÚDE,Parceiro-51
37,25,404,2022-02-28,"R$ 14.291,41",Padrão,ESPORTE E LAZER,Parceiro-525
25,17,297,2022-02-28,"R$ 2.088,66",Padrão,VIAGEM E TURISMO,Parceiro-6095
13,13,126,2022-02-28,"R$ 2.564,94",Padrão,ESPORTE E LAZER,Parceiro-62
22,18,151,2022-02-28,"R$ 5.929,01",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
3,2,24,2022-02-28,"R$ 1.053,68",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
0,0,8,2022-02-28,"R$ 0,00",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
144,133,2873,2022-02-28,"R$ 184.397,64",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
24,23,439,2022-03-01,"R$ 9.472,50",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
20,10,155,2022-03-01,"R$ 27.758,15",Padrão,VIAGEM E TURISMO,Parceiro-1561
7,4,65,2022-03-01,"R$ 8.548,00",Padrão,MODA E ACESSÓRIOS,Parceiro-169
8,8,97,2022-03-01,"R$ 3.755,43",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
23,18,117,2022-03-01,"R$ 38.160,51",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
3528,2554,44483,2022-03-01,"R$ 5.269.236,14",Promocional,LOJA DE DEPARTAMENTOS,Parceiro-2
25,21,259,2022-03-01,"R$ 51.059,18",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
1452,1364,12495,2022-03-01,"R$ 911.983,73",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-220
4692,4281,23598,2022-03-01,"R$ 1.104.414,90",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-233
481,332,5072,2022-03-01,"R$ 520.132,27",Padrão,VIAGEM E TURISMO,Parceiro-262
42,34,397,2022-03-01,"R$ 27.289,55",Padrão,"MÓVEIS, CASA E DECORAÇÃO",Parceiro-395
547,449,3181,2022-03-01,"R$ 91.960,28",Padrão,BELEZA E SAÚDE,Parceiro-463
268,235,1852,2022-03-01,"R$ 64.529,95",Padrão,MODA E ACESSÓRIOS,Parceiro-49
101,89,600,2022-03-01,"R$ 15.322,60",Padrão,BELEZA E SAÚDE,Parceiro-51
49,35,446,2022-03-01,"R$ 18.603,47",Padrão,ESPORTE E LAZER,Parceiro-525
36,22,451,2022-03-01,"R$ 2.495,03",Padrão,VIAGEM E TURISMO,Parceiro-6095
20,16,142,2022-03-01,"R$ 5.405,63",Padrão,ESPORTE E LAZER,Parceiro-62
20,18,224,2022-03-01,"R$ 4.325,88",Padrão,MODA E ACESSÓRIOS,Parceiro-6539
4,2,17,2022-03-01,"R$ 884,40",Padrão,ALIMENTOS E BEBIDAS,Parceiro-7749
0,0,14,2022-03-01,"R$ 0,00",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-8152
140,130,2901,2022-03-01,"R$ 174.336,00",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-82
38,38,594,2022-03-02,"R$ 26.024,50",Padrão,MODA E ACESSÓRIOS,Parceiro-1335
21,7,239,2022-03-02,"R$ 17.177,36",Padrão,VIAGEM E TURISMO,Parceiro-1561
6,3,53,2022-03-02,"R$ 13.856,38",Padrão,MODA E ACESSÓRIOS,Parceiro-169
17,15,213,2022-03-02,"R$ 9.125,22",Padrão,MODA E ACESSÓRIOS,Parceiro-1785
22,20,144,2022-03-02,"R$ 61.088,52",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-1963
2595,2198,23048,2022-03-02,"R$ 1.910.485,91",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2
36,29,611,2022-03-02,"R$ 71.344,95",Padrão,LOJA DE DEPARTAMENTOS,Parceiro-2171
